Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3riSzyosO5rqTIy6wGklwr,ミュージックミュージック (feat. 初音ミク),MIKU/TOA,Toa,22/9/2021,221653,35,FALSE,thesoundsofspotify,2024-03-22T22:14:35Z,vocaloid,KARENT,0.868,0.538,1,-8.868,1,0.0749,0.137,0,0.203,0.801,128.988,4
spotify:track:0f6Z1Kbo3PzA1sTtoaBbqK,からくりピエロ -初音ミク「マジカルミライ 2014」Live-,初音ミク「マジカルミライ 2014」 [Live],40mP,25/2/2015,195048,49,FALSE,thesoundsofspotify,2017-02-12T00:06:14Z,vocaloid,KARENT,0.48,0.855,7,-4.107,0,0.086,0.458,0.00000216,0.78,0.619,203.921,4
spotify:track:0kZ3qAE6eUtIOmJzLPQKN2,天ノ弱 feat.GUMI,THIS IS VOCAROCK feat.GUMI,164;GUMI,16/7/2014,185388,37,FALSE,thesoundsofspotify,2021-03-26T22:50:40Z,"vocaloid,anime",エグジットチューンズ,0.527,0.915,2,-4.032,1,0.127,0.0593,0,0.298,0.769,100.574,4
spotify:track:0M1JGQcBPw0Wx4HJTYSnAz,チュルリラ・チュルリラ・ダッダッダ!,わたしの未成年観測,WADATAKEAKI KurageP,14/3/2018,196466,46,FALSE,thesoundsofspotify,2020-12-17T17:39:50Z,vocaloid,Subcul-rise Record,0.543,0.93,1,-4.043,0,0.0971,0.00167,0.000334,0.301,0.269,109.743,4
spotify:track:5pgVqrcW9CkzDE0ToQmnI3,初音ミクの消失 -MIKUNOPOLIS in LOS ANGELES Live-,MIKUNOPOLIS in LOS ANGELES “はじめまして、初音ミクです”,cosMo@Bousou-P,10/5/2013,139706,48,FALSE,thesoundsofspotify,2022-02-11T16:30:06Z,vocaloid,KARENT,0.34,0.982,1,-4.038,1,0.112,0.00081,0.907,0.959,0.272,119.935,4
spotify:track:7gEH5vQK5u2vAUpEUF5IJM,Shojo Rei,Shojo Rei,Mikito P,18/8/2023,289616,52,FALSE,thesoundsofspotify,2023-12-01T21:55:25Z,vocaloid,PONY CANYON INC.,0.597,0.868,9,-5.525,1,0.0358,0.126,0.0457,0.405,0.761,149.937,4
spotify:track:2nvR3T8wXynnDS7N6d81qv,気まぐれメルシィ,Eight -THE BEST OF 八王子P-,Hachioji P;Hatsune Miku,15/6/2016,203576,51,FALSE,thesoundsofspotify,2016-11-27T00:17:39Z,vocaloid,TOY'S FACTORY,0.515,0.996,5,-3.221,0,0.121,0.00648,0.000252,0.3,0.523,159.992,4
spotify:track:0YcLGOM1ZNMCwImwU0rXV5,I am you,I am you,rerulili,15/12/2022,147243,0,FALSE,thesoundsofspotify,2023-11-24T16:51:11Z,vocaloid,Kitty Records,0.6,0.861,1,-4.432,1,0.0675,0.0112,0.00000534,0.352,0.683,184.999,4
spotify:track:5rqn19oB0lGKgTxHkIEChk,ブレス・ユア・ブレス,ブレス・ユア・ブレス,WADATAKEAKI,8/11/2019,253216,36,FALSE,thesoundsofspotify,2021-12-10T19:18:07Z,vocaloid,KARENT,0.508,0.907,8,-4.318,1,0.0613,0.00353,0.0133,0.127,0.621,152.059,4
spotify:track:52NUibYIQbeJDCQNOQWq7v,ディジーディジー,ディジーディジー,Nanashi Hachiya,28/12/2020,218698,35,FALSE,thesoundsofspotify,2021-11-05T14:52:26Z,vocaloid,KARENT,0.54,0.952,1,-3.375,0,0.106,0.031,0.00000198,0.121,0.656,176.076,4
spotify:track:3bhvdTNbtl7NmdCaudhXwR,アフターエポックス (feat. 初音ミク),アフターエポックス,sasakure.UK;Hatsune Miku,11/5/2024,204500,43,FALSE,thesoundsofspotify,2024-05-24T23:07:14Z,vocaloid,KARENT,0.653,0.715,0,-7.416,1,0.0371,0.21,0.00000596,0.0869,0.643,152.025,4
spotify:track:05aPpprb7EGyRLVhvZrFpl,脱法ロック,CYNICISM,Neru,28/3/2018,188186,0,FALSE,thesoundsofspotify,2024-02-09T21:22:09Z,vocaloid,NBCUniversal Entertainment,0.541,0.845,8,-2.071,1,0.165,0.559,0,0.0666,0.744,155.056,4
spotify:track:3dU1s4P5qcUCkPGpvhLN1r,ロミオとシンデレラ -MIKU EXPO 2014 in INDONESIA Live-,HATSUNE MIKU EXPO 2014 IN INDONESIA [Live],doriko,6/10/2014,200351,38,FALSE,thesoundsofspotify,2017-02-12T00:06:14Z,vocaloid,KARENT,0.343,0.984,6,-3.157,1,0.0853,0.00736,0,0.701,0.531,169.989,4
spotify:track:4Cm1crfy5GQw1OiEuFjAXO,魔法みたいなミュージック！ (feat. 初音ミク),魔法みたいなミュージック！,OSTER project;Hatsune Miku,1/12/2018,265142,42,FALSE,thesoundsofspotify,2022-11-18T17:53:33Z,"vocaloid,shibuya-kei",KARENT,0.559,0.84,9,-2.725,1,0.0325,0.558,0,0.18,0.792,104.932,4
spotify:track:6NT9rwcaLbBCJgNC3KszWR,UNICORN,UNICORN,Teniwoha,3/6/2020,217526,30,FALSE,thesoundsofspotify,2023-02-17T15:56:35Z,vocaloid,teniwoha,0.626,0.798,5,-2.334,0,0.0808,0.0168,0.0000679,0.273,0.795,91.89,4
spotify:track:2DYupgAcdomatly7Lhw8zv,フィクサー,plotoplan,ぬゆり,29/12/2017,247111,48,FALSE,thesoundsofspotify,2020-12-17T17:39:50Z,vocaloid,U&R records,0.656,0.918,11,-4.051,0,0.089,0.167,0.00000197,0.333,0.689,134.962,4
spotify:track:3HT4RiCFnzyv04l24HeBlA,人生リセットボタン,人生リセットボタン,Kemu,26/6/2012,228805,41,FALSE,thesoundsofspotify,2017-02-12T00:06:14Z,vocaloid,KarenT,0.453,0.967,2,-3.391,1,0.0966,0.005,0.0111,0.205,0.469,99.921,4
spotify:track:3T1LryHAOM131BObryjbRd,ぼかろころしあむ (feat. 鏡音リン),ロストテクノロジー,DIVELA;Kagamine Rin,9/9/2022,155000,43,FALSE,thesoundsofspotify,2022-10-08T03:56:53Z,vocaloid,KARENT,0.66,0.97,11,-2.982,1,0.0419,0.00578,0.00472,0.274,0.936,130.031,4
spotify:track:2IB3U5cktSu6ERw7nVIEzO,裏表ラバーズ -MIKUNOPOLIS in LOS ANGELES Live-,MIKUNOPOLIS in LOS ANGELES “はじめまして、初音ミクです”,wowaka,10/5/2013,154480,45,FALSE,thesoundsofspotify,2020-09-30T21:18:34Z,vocaloid,KARENT,0.412,0.992,4,-4.852,0,0.385,0.048,0.00291,0.868,0.395,159.012,4
spotify:track:4OdbLnJJ3fWwaOdfOz2lEB,おどりゃんせ,Kardia,Yurry Canon,19/12/2018,203023,45,FALSE,thesoundsofspotify,2020-12-17T17:39:50Z,vocaloid,U&R records,0.465,0.963,6,-0.911,0,0.155,0.0363,0,0.322,0.903,172.007,4
spotify:track:79HcrcBQ6s2gDpetLznvAt,天樂,Kagaminext feat. 鏡音リン、鏡音レン ―10th ANNIVERSARY BEST―,Yuuyu,17/1/2018,274266,39,FALSE,thesoundsofspotify,2023-01-12T17:43:40Z,vocaloid,KARENT,0.571,0.971,11,-1.303,0,0.0791,0.00108,0.0724,0.124,0.547,115.992,4
spotify:track:3BmB19hk5O4GF7kd8YQuCe,トリコロージュ,FRUITÁGE,煮ル果実,6/9/2023,261230,36,FALSE,thesoundsofspotify,2024-03-22T22:14:35Z,vocaloid,Universal Music LLC,0.671,0.85,1,-6.138,0,0.0339,0.0276,0.00000369,0.291,0.773,129.991,4
spotify:track:2kj8LGWeslPfj4Ts2Hq216,炉心融解 -MIKUNOPOLIS in LOS ANGELES Live-,MIKUNOPOLIS in LOS ANGELES “はじめまして、初音ミクです”,iroha(sasaki),10/5/2013,236520,34,FALSE,thesoundsofspotify,2021-03-26T22:50:40Z,vocaloid,KARENT,0.272,0.964,9,-4.158,1,0.104,0.00947,0.00000185,0.963,0.327,165.02,4
spotify:track:0E3EDDVxdSi061upF0jUIl,テオ (2021),テオ (2021),Omoi,9/10/2020,209189,41,FALSE,thesoundsofspotify,2021-03-26T22:50:40Z,vocaloid,Omoi,0.433,0.975,9,-2.244,1,0.151,0.000128,0.00056,0.188,0.297,92.561,4
spotify:track:0PKSmRo2gUn3owCSy9LaGa,MeltyLandNightmare,NeoDreamTraveler,Harumakigohan,26/12/2018,266874,41,FALSE,thesoundsofspotify,2022-08-06T04:20:51Z,vocaloid,STUDIO-GOHAN,0.52,0.939,7,-3.463,1,0.127,0.18,0.0000441,0.119,0.617,140.022,4
spotify:track:0qEvefkCUltXldv8EPOSDV,flos,Quartia,R Sound Design,3/10/2018,274576,50,FALSE,thesoundsofspotify,2021-03-26T22:50:40Z,vocaloid,R Sound Design,0.617,0.749,1,-2.652,0,0.0518,0.308,0,0.0719,0.757,118.031,4
spotify:track:5cCQ9EXju1gOmtUcVTQMTr,嘘つきベティ,嘘つきベティ,PolyphonicBranch,25/10/2017,234413,29,FALSE,thesoundsofspotify,2020-07-10T12:24:49Z,vocaloid,KARENT,0.507,0.939,7,-2.618,0,0.0666,0.0414,0.0000261,0.357,0.554,160.007,4
spotify:track:5RDUTXhCiap6tsWPsxyAst,Booo!,キッチン五ツ星,TOKOTOKO,12/8/2019,173960,42,FALSE,thesoundsofspotify,2023-03-17T15:39:27Z,vocaloid,U&R records,0.673,0.932,10,-1.942,0,0.0938,0.00989,0,0.0828,0.887,110.01,4
spotify:track:4QpUnxO9WKTwu9NNa5G06p,にっこり^^調査隊のテーマ (feat. 鏡音リン&鏡音レン),にっこり^^調査隊のテーマ,Wonderful★opportunity!,9/2/2022,208000,42,FALSE,thesoundsofspotify,2022-02-18T14:55:08Z,vocaloid,KARENT,0.537,0.818,11,-7.807,0,0.233,0.163,0,0.0616,0.845,179.986,4
spotify:track:6CN4lDpcyRSzO3zJvuPveR,ねぇ、どろどろさん,音絵本Ⅱ,YASUHIRO,31/12/2019,252911,33,FALSE,thesoundsofspotify,2022-11-11T18:42:03Z,vocaloid,U&R records,0.525,0.881,0,-2.73,1,0.155,0.00404,0.00000628,0.217,0.433,158.154,4
spotify:track:0LWfcbyKEdi7BKofXlYtEN,シャンティ (feat. KAITO),シャンティ,wotaku,22/9/2021,165958,51,FALSE,thesoundsofspotify,2022-10-21T17:09:46Z,vocaloid,KARENT,0.615,0.863,6,-6.451,1,0.0643,0.0384,0.000857,0.351,0.747,144.029,4
spotify:track:1GscTZDRIVR7st9ntNH668,猛独が襲う,猛独が襲う,一二三,28/8/2017,252307,41,FALSE,thesoundsofspotify,2020-12-17T17:39:50Z,vocaloid,KARENT,0.422,0.861,1,-4.41,0,0.0458,0.014,0,0.167,0.586,156.012,4
spotify:track:1ZbMbRHDBPUpf4QimndRzm,PaIII.SENSATION,Black or White,Yunosuke,11/11/2017,232343,39,FALSE,thesoundsofspotify,2022-04-08T15:58:39Z,vocaloid,KARENT,0.475,0.972,6,-3.423,1,0.0888,0.0134,0.00000719,0.0625,0.649,179.999,4
spotify:track:5nvcwCiRhUMHPSSUZCUqbz,カンタレラ,カンタレラ,KuroUsa(WhiteFlame),29/2/2012,179453,51,FALSE,thesoundsofspotify,2020-03-11T20:39:13Z,vocaloid,KarenT,0.538,0.72,10,-4.641,0,0.0341,0.251,0,0.0643,0.844,144.114,4
spotify:track:4FlY9zsDlg7ZRtOEE0z0RG,下剋上,下剋上,Misumi,21/6/2023,154378,35,FALSE,thesoundsofspotify,2023-06-23T16:53:44Z,vocaloid,KAMITSUBAKI RECORD,0.522,0.901,11,-4.061,0,0.0421,0.00981,0,0.345,0.696,92.463,4
spotify:track:441kythlS8mXWveX0pcmHr,トオトロジイダウトフル,SAKKAC CRAFT,ツミキ,3/2/2021,193146,36,FALSE,thesoundsofspotify,2023-06-09T18:02:06Z,vocaloid,ツミキ,0.493,0.928,8,-4.066,1,0.172,0.0000855,0.000232,0.197,0.782,147.057,4
spotify:track:0rh5OTy00ngziGgEgZQweu,Decade (feat. 初音ミク),Decade,Dixie Flatline;Hatsune Miku,20/7/2018,218000,41,FALSE,thesoundsofspotify,2018-08-10T15:43:53Z,vocaloid,KARENT,0.74,0.87,10,-3.569,1,0.0498,0.264,0,0.11,0.68,126.997,4
spotify:track:29rRca4BXxuUCNmcCzHvtl,ワールドイズマイン-初音ミク「マジカルミライ 2021」Live- (feat. 初音ミク),初音ミク「マジカルミライ 2021」[Live],ryo (supercell);Hatsune Miku,20/7/2023,254175,63,FALSE,thesoundsofspotify,2023-11-24T16:51:11Z,vocaloid,KARENT,0.448,0.742,5,-13.225,0,0.0389,0.0863,0,0.514,0.492,165.032,4
spotify:track:24m0QkRKCICSr6Ma0i0eva,白い雪のプリンセスは (feat. 初音ミク),LOST STORY,Noboru,2/3/2022,261900,42,FALSE,thesoundsofspotify,2023-03-24T21:27:27Z,vocaloid,KARENT,0.276,0.867,1,-3.759,0,0.0477,0.00417,0.00000322,0.177,0.723,199.703,4
spotify:track:2MSy9UNx9xNfOLbTHae4tb,夜になったら耿十八は,Immortal Club,Peg,17/11/2019,217208,41,FALSE,thesoundsofspotify,2020-12-17T17:39:50Z,vocaloid,U&R records,0.785,0.704,1,-3.883,1,0.0457,0.488,0,0.0423,0.96,105.026,4
spotify:track:2IZORJMkWUcHOwoUseBjsd,ハイファイレイヴァー,ベリーイージー,EasyPop,1/9/2015,203550,31,FALSE,thesoundsofspotify,2022-11-18T17:53:33Z,vocaloid,U&R records,0.594,0.994,6,-1.088,1,0.0518,0.151,0.00436,0.301,0.944,127.991,4
spotify:track:2rFbfulCagTRHCMmB9Bs4d,バケモノダンスフロア,ブラックホールディスク,日向電工,22/2/2017,197280,0,FALSE,thesoundsofspotify,2024-02-02T21:19:04Z,vocaloid,NBCUniversal Entertainment,0.53,0.991,7,-2.691,0,0.132,0.127,0,0.354,0.571,160.082,4
spotify:track:65VI9MZUZIpNQJbGmNKmIp,威風堂々 - ver.D/D,DIVINE-DIVA,UMETORA,2/3/2015,215538,41,FALSE,thesoundsofspotify,2021-04-02T15:00:10Z,vocaloid,U&R records,0.69,0.97,5,-3.208,0,0.0771,0.0292,0.00000559,0.103,0.524,130.067,4
spotify:track:1XHUNrRcgxfvVMepGkKYyZ,サンドリヨン 10th Anniversary (feat. 初音ミク&KAITO),Bal Masque,Dios/signalP;Hatsune Miku;KAITO,21/12/2022,280816,43,FALSE,thesoundsofspotify,2023-01-27T15:31:22Z,vocaloid,KARENT,0.522,0.895,4,-3.271,0,0.0544,0.0987,0.00000533,0.0855,0.231,146.956,4
spotify:track:6gl1ZHaezOI1YeNPLUY6MN,アカツキアライヴァル,first trip,Last Note.,9/12/2015,284864,32,FALSE,thesoundsofspotify,2017-02-19T00:10:28Z,vocaloid,KARENT,0.53,0.94,8,-6.103,0,0.0551,0.00154,0.000108,0.119,0.734,125.014,4
spotify:track:79IJsjFVAvDVgk1tooBwtS,ポッピンキャンディ☆フィーバー！ (feat. 音街ウナ&鏡音リン),ポッピンキャンディ☆フィーバー！,kinoshita;音街ウナ;Kagamine Rin,22/2/2020,208000,46,FALSE,thesoundsofspotify,2024-06-02T22:25:55Z,vocaloid,KARENT,0.479,0.978,6,0.177,0,0.118,0.0409,0.66,0.27,0.518,190.046,4
spotify:track:24FpmtvLCN7ExbThu78Ppe,rabbit,ANGRY DOG,John,24/8/2019,147011,42,FALSE,thesoundsofspotify,2020-12-17T17:39:50Z,vocaloid,john,0.686,0.961,3,-3.874,0,0.0504,0.155,0.145,0.371,0.961,110.017,4
spotify:track:0T178IoaVse8G6CGE7XZtJ,ウキヨバナレディー (feat. GUMI),THE WALL,buzzG;メグッポイド,27/4/2024,165226,10,FALSE,thesoundsofspotify,2024-05-10T19:50:00Z,"vocaloid,kompa",KARENT,0.528,0.964,6,-2.177,1,0.14,0.012,0,0.271,0.765,162.066,4
spotify:track:49haGjxexHm5LXvlrjSGL5,Party Junkie,身辺整理 (Different Edition),Satsuki ga Tenkomori;Hatsune Miku,25/6/2014,265746,37,FALSE,thesoundsofspotify,2023-02-24T14:51:22Z,vocaloid,Subcul-rise Record,0.666,0.87,0,-3.52,0,0.193,0.0106,0,0.459,0.731,130.033,4
spotify:track:7weaxG7FEqDVCyZsLsyaKX,Lap Tap Love,Resonance,koyori;向日葵,20/6/2018,202493,7,FALSE,thesoundsofspotify,2023-05-12T18:31:41Z,vocaloid,インペリアルレコード,0.631,0.92,6,-2.72,1,0.0586,0.217,0,0.298,0.894,120.006,4
spotify:track:3L1l6mxmglni1S8HdvH2Fl,終焉逃避行,終焉逃避行,柊マグネタイト,11/12/2020,179591,46,FALSE,thesoundsofspotify,2023-02-10T14:59:10Z,vocaloid,U&R records,0.463,0.865,6,-1.532,0,0.0508,0.0027,0.000325,0.0849,0.792,147.055,4
spotify:track:3sbj4p74huvGfIu3zKw7GJ,ボッカデラベリタ,ヘイトフル,柊キライ,26/8/2020,201318,43,FALSE,thesoundsofspotify,2020-12-17T17:39:50Z,vocaloid,柊キライ,0.64,0.978,1,-0.744,1,0.222,0.0373,0.0000919,0.245,0.817,170.026,4
spotify:track:21quZnboOeqUg8hsmSswQ2,エリート,The Hollows,Chinozo,24/4/2024,170100,40,FALSE,thesoundsofspotify,2024-04-26T21:55:56Z,vocaloid,Chinozo,0.774,0.656,8,-4.963,1,0.0335,0.0115,0.0000243,0.0963,0.852,120.021,4
spotify:track:6SbEHBJnDWhzCEBbRUNnVz,リンちゃんなう！,ボーナス＼(^o^)／,Owata-P,26/6/2019,167296,48,FALSE,thesoundsofspotify,2021-12-10T19:18:07Z,vocaloid,KARENT,0.621,0.984,10,-3.869,0,0.072,0.029,0.621,0.249,0.727,100.048,4
spotify:track:42XHIAi2ubVExpk9ZJxQ0K,voidroid,voidroid,r-906,1/9/2023,129229,52,FALSE,thesoundsofspotify,2024-05-24T23:07:14Z,vocaloid,r-906,0.578,0.885,11,-5.03,0,0.0526,0.00717,0.11,0.0941,0.681,155.986,4
spotify:track:2JFOvMEbJSRQvjuFvAZv2L,Poppippo,Exit Trance Presents Umauma Dekiru Trance Wo Tsukuttemita 7 Shiharai Wa Makasero (Baribari Standard Edition),LamazeP,1/8/2015,208470,1,FALSE,thesoundsofspotify,2022-12-30T17:28:57Z,vocaloid,EXIT TUNES,0.485,0.996,11,-1.013,0,0.0886,0.0129,0.0771,0.32,0.95,168.329,4
spotify:track:4KFPgXmv9DaAOud3uEp9bJ,ラヴィ - すりぃ ver.,ラヴィ (すりぃ Ver.),THREEE,24/12/2022,180000,51,FALSE,thesoundsofspotify,2023-01-13T21:41:42Z,vocaloid,すりぃ,0.65,0.877,1,-1.779,1,0.0657,0.00612,0.0000043,0.351,0.813,91.487,4
spotify:track:6PP3V8WppdOquSc7o0zmMF,Poker Face,Exit Tunes Presents Gumism From Megpoid (Vocaloid),yuchaP,1/8/2015,200000,29,FALSE,thesoundsofspotify,2021-09-17T14:42:12Z,vocaloid,EXIT TUNES,0.516,0.893,0,-3.836,1,0.0363,0.000971,0.000106,0.14,0.483,92.013,4
spotify:track:4FLFwuzYPJgR4m2IGJ5GyH,フロイライン＝ビブリォチカ,カドワナルカ＝シアノタイプ,nyanyannya,4/7/2018,202602,29,FALSE,thesoundsofspotify,2022-08-06T04:20:51Z,vocaloid,KARENT,0.482,0.968,2,-1.847,1,0.0782,0.0091,0.00543,0.156,0.437,92.477,4
spotify:track:1TmCQPs9vyN2874oN5YJol,Vampire’s ∞ pathoS,VILLAINS & HEROES ~Side:V~,Hitoshizuku and Yama,7/3/2018,215932,43,FALSE,thesoundsofspotify,2022-04-15T16:37:03Z,vocaloid,KARENT,0.558,0.948,9,-1.577,0,0.278,0.49,0,0.34,0.713,133.817,4
spotify:track:6JFD96zWsIdGPqLOTVE1uU,ビターチョコデコレーション,最悪,syudou,28/4/2019,197931,56,FALSE,thesoundsofspotify,2021-08-27T15:07:53Z,"vocaloid,anime",U&R records,0.525,0.906,4,-1.736,0,0.132,0.00938,0.0000259,0.255,0.844,86.92,4
spotify:track:4UNjY5c1XcuVoGj8t3M9Ap,コンニチハ／サヨナラ (feat. 重音テト),コンニチハ／サヨナラ,Buriru;Kasane Teto,19/5/2023,227571,36,FALSE,thesoundsofspotify,2024-01-12T18:12:03Z,vocaloid,KARENT,0.585,0.85,5,-6.411,1,0.0407,0.00726,0.00000235,0.356,0.39,104.957,4
spotify:track:3Mx9BRnML0cHrdfulaKFfu,Wonder of Wonder,Wonder of Wonder,daniwellP,3/6/2020,225600,34,FALSE,thesoundsofspotify,2020-07-03T11:19:45Z,vocaloid,KARENT,0.762,0.966,6,-3.219,1,0.042,0.773,0.000472,0.0705,0.982,149.975,4
spotify:track:5EFsxswJGYvcenuEa6a60r,Starduster,EXIT TUNES PRESENTS Supernova,jimmythumbP,2/12/2009,300000,22,FALSE,thesoundsofspotify,2023-01-12T17:43:40Z,vocaloid,エグジットチューンズ,0.511,0.404,11,-7.491,1,0.0263,0.204,0.00000536,0.171,0.208,82,4
spotify:track:6iLahkExLuS50cp2CjWf5o,おひとりさま,おひとりさま,Yasuo,17/1/2024,219047,0,FALSE,thesoundsofspotify,2024-05-03T18:18:55Z,vocaloid,yasuo,0.627,0.939,0,-4.456,1,0.0404,0.14,0.00531,0.0887,0.783,125.997,4
spotify:track:4TwBwV4Iupv1nfW6ybnMiP,ダンスロボットダンス,ナユタン星からの物体Ｙ,Nayutalien,31/12/2016,191052,45,FALSE,thesoundsofspotify,2022-06-17T16:32:04Z,vocaloid,ナユタン星人,0.64,0.957,2,-1.038,1,0.102,0.0305,0,0.0266,0.548,95.01,4
spotify:track:3XcFfFFH8FDyDwTGNe6TN4,ソレイユ -Soleil-,ソレイユ -Soleil-,Toraboruta,22/3/2013,230399,24,FALSE,thesoundsofspotify,2021-07-23T16:18:52Z,vocaloid,KARENT,0.436,0.871,11,-3.38,0,0.0398,0.336,0,0.0771,0.2,66.692,4
spotify:track:4Ra3HWkrwsa49YAI21y3wC,ARiA,EXIT TUNES PRESENTS Supernova(スーパーノヴァ)2 ジャケットイラスト:redjuice,tokuP,3/3/2010,264000,15,FALSE,thesoundsofspotify,2023-04-14T21:34:00Z,vocaloid,エグジットチューンズ,0.463,0.854,9,-4.711,1,0.0392,0.151,0,0.244,0.478,175.01,4
spotify:track:09Fx51otY6lZNfwHACp57U,Weekender Girl,Re:Upload,livetune;Hatsune Miku,29/5/2013,213453,41,FALSE,thesoundsofspotify,2017-01-22T00:01:14Z,vocaloid,TOY'S FACTORY,0.593,0.933,9,-3.243,1,0.0712,0.135,0,0.0557,0.788,131.985,4
spotify:track:6OoRQHKUV8M0WC4XoudfMX,Anonymous M,META,PinocchioP,17/5/2023,160045,50,FALSE,thesoundsofspotify,2023-05-27T01:05:17Z,vocaloid,mui,0.763,0.792,7,-6.162,0,0.206,0.175,0.0000159,0.336,0.876,140.003,4
spotify:track:0WqeAJ4fJVKK9eR5aAXV0i,フランソワ,フランソワ,Parsley Onuma,24/11/2021,232596,34,FALSE,thesoundsofspotify,2023-07-14T21:42:24Z,vocaloid,KAMITSUBAKI RECORD,0.753,0.889,7,-5.278,0,0.0391,0.328,0.00000147,0.049,0.902,127.997,4
spotify:track:6eHBG3FNB4jrX8Z7zkOYxJ,ラッキー☆オーブ (feat. 初音ミク),ラッキー☆オーブ,emon(Tes.);Hatsune Miku,7/5/2019,253226,40,FALSE,thesoundsofspotify,2022-11-18T17:53:33Z,vocaloid,KARENT,0.579,0.927,4,-7.118,1,0.0543,0.0551,0.00000521,0.357,0.631,125.941,4
spotify:track:0jKTCUhEhl5ZRA50MZQ9T1,ミライ,ミライ,ewe,30/12/2021,229565,23,FALSE,thesoundsofspotify,2022-01-07T12:58:24Z,vocaloid,ewe,0.652,0.956,1,-3.774,1,0.0575,0.108,0.000074,0.0712,0.915,138.014,4
spotify:track:1fqfev7K0mfX7e1W64pDvA,BUG,BUG,Kairikibear,9/7/2022,171612,59,FALSE,thesoundsofspotify,2022-07-15T21:03:41Z,vocaloid,KAIRIKI BEAR,0.621,0.963,10,-0.766,0,0.0614,0.109,0,0.313,0.911,92.994,4
spotify:track:6oY58VMNPDjjuhkqaPcqmF,1000年生きてる,わたしのヘリテージ,いよわ,22/12/2021,200520,50,FALSE,thesoundsofspotify,2022-06-10T19:08:56Z,vocaloid,Igusuri Records,0.693,0.724,9,-7.569,0,0.035,0.287,0.0157,0.226,0.645,100.045,4
spotify:track:79BGBi2SBYOXf8GLyLr5ZL,ガーネットの涙,偏愛,香椎モイミ,8/2/2023,252017,38,FALSE,thesoundsofspotify,2024-04-12T22:47:51Z,vocaloid,KAMITSUBAKI RECORD,0.475,0.844,5,-5.657,0,0.0358,0.0000754,0.0965,0.344,0.533,139.022,4
spotify:track:2d49lHO5ybKcYAcuJh2hT2,The Vampire,MANNEQUIN,DECO*27,9/3/2022,178235,55,FALSE,thesoundsofspotify,2022-03-11T15:40:56Z,"vocaloid,j-pop",OTOIRO,0.555,0.955,1,-4.073,0,0.048,0.0096,0,0.329,0.955,164.028,4
spotify:track:6NBDXZ2ifiYYW9oawmrm4j,ダブルラリアット -MIKU EXPO 2014 in INDONESIA Live-,HATSUNE MIKU EXPO 2014 IN INDONESIA [Live],Agoaniki,6/10/2014,224124,27,FALSE,thesoundsofspotify,2023-04-14T21:34:00Z,vocaloid,KARENT,0.479,0.981,7,-3.651,1,0.131,0.0508,0.00000888,0.944,0.462,138.075,4
spotify:track:3RQcsfD2CT4ldupQsjgvc0,フリィダムロリィタ,sissy songs,ねじ式,2017,221482,28,FALSE,thesoundsofspotify,2021-10-29T15:43:48Z,vocaloid,KARENT,0.516,0.934,1,-3.228,0,0.0674,0.113,0,0.332,0.669,150.082,4
spotify:track:26I5UfjfxqsUAB2Ryr4utP,Beyond the way,Beyond the way,Giga,6/1/2024,180030,49,FALSE,thesoundsofspotify,2024-01-20T07:00:57Z,vocaloid,Giga,0.711,0.971,10,-1.27,0,0.133,0.0287,0.0168,0.311,0.749,124.99,4
spotify:track:0QHQJ7CXzo2Cb2vKQgcr5F,STAGE OF SEKAI (feat. 初音ミク),STAGE OF SEKAI,HarryP,9/3/2022,241000,28,FALSE,thesoundsofspotify,2023-04-14T21:34:00Z,vocaloid,KARENT,0.454,0.859,6,-5.941,1,0.0709,0.215,0,0.0453,0.764,190.104,4
spotify:track:6N90NHWJz0URBNYLdWWTzI,circle,MRML-MOtOLOiD Rock Music Live!Rally-,Emon,27/4/2014,159040,1,FALSE,thesoundsofspotify,2023-10-14T00:03:58Z,vocaloid,MOtOLOiD,0.521,0.887,11,-5.129,0,0.0352,0.000773,0.00171,0.134,0.319,95.002,4
spotify:track:3XjkTRYjPs8JjRvG4jDPVm,大江戸ジュリアナイト feat. 初音ミク with KAITO,バーチャル・ポップスター,Mitchie M;Hatsune Miku;KAITO,6/11/2019,231560,47,FALSE,thesoundsofspotify,2020-05-29T13:01:45Z,vocaloid,WM Japan,0.591,0.96,6,-3.268,1,0.0928,0.00435,0.0000493,0.345,0.692,144.005,4
spotify:track:0d3iLhaotEYXyzb7nq9YYs,リリリリ★バーニングナイト,実谷ななゴールデンベスト -ボカロ曲を歌ってみた-,Samfree;Nana Mitani,21/3/2012,237106,27,FALSE,thesoundsofspotify,2023-04-14T21:34:00Z,vocaloid,avex trax,0.48,0.966,5,-3.453,0,0.0843,0.00201,0.0000749,0.413,0.571,164.996,3
spotify:track:2qs8wvbeR3lUTVoCNOMEDd,死んでしまったのだろうか,Love & Music -DISC1-,Guiano,13/3/2020,210946,43,FALSE,thesoundsofspotify,2023-08-11T22:39:03Z,vocaloid,KAMITSUBAKI RECORD,0.801,0.876,0,-3.935,1,0.0915,0.0326,0.000253,0.0616,0.864,100.949,4
